log_id,project_id,employee_id,date_logged,task_category,subtask_description,hours_worked
44,P-2024-001,EMP-1,2025-01-27,Design,MEP System Planning,4.85
45,P-2024-001,EMP-4,2024-12-21,Design,Structural Concept,5.19
46,P-2024-001,EMP-7,2025-01-18,Design,Facade/Exterior Detailing,2.6
47,P-2024-001,EMP-9,2024-12-13,Design,Structural Concept,1.69
48,P-2024-001,EMP-6,2025-01-29,Design,Structural Concept,3.86
49,P-2024-001,EMP-1,2025-02-18,Design,MEP System Planning,3.49
50,P-2024-001,EMP-7,2025-01-06,Design,Facade/Exterior Detailing,5.8
51,P-2024-001,EMP-5,2025-01-30,Design,Structural Concept,1.29
52,P-2024-001,EMP-10,2025-01-09,Design,Structural Concept,4.12
53,P-2024-001,EMP-2,2025-01-18,Design,Structural Concept,4.7
54,P-2024-001,EMP-8,2024-12-13,Design,Facade/Exterior Detailing,5.16
55,P-2024-001,EMP-6,2025-02-22,Design,Facade/Exterior Detailing,4.03
56,P-2024-001,EMP-1,2025-01-06,Calculation,Energy Modeling,4.9
57,P-2024-001,EMP-3,2024-12-16,Calculation,Energy Modeling,2.95
58,P-2024-001,EMP-3,2024-12-19,Calculation,Permit Fee Calculation,1.72
59,P-2024-001,EMP-6,2024-12-14,Calculation,Permit Fee Calculation,3.4
60,P-2024-001,EMP-2,2024-12-28,Calculation,Permit Fee Calculation,3.1
61,P-2024-001,EMP-3,2024-12-28,Calculation,Energy Modeling,3.67
62,P-2024-001,EMP-10,2025-02-13,Calculation,Structural Analysis (Beam/Column Sizing),2.72
63,P-2024-001,EMP-3,2025-01-02,Calculation,Permit Fee Calculation,2.03
64,P-2024-001,EMP-5,2025-02-10,Calculation,Energy Modeling,2.4
65,P-2024-001,EMP-3,2024-12-19,Calculation,Structural Analysis (Beam/Column Sizing),2.68
66,P-2024-001,EMP-3,2025-01-23,Calculation,Structural Analysis (Beam/Column Sizing),2.17
67,P-2024-001,EMP-7,2025-02-09,Calculation,Energy Modeling,4.93
68,P-2024-001,EMP-10,2025-01-05,Calculation,Permit Fee Calculation,4.97
69,P-2024-001,EMP-11,2024-12-14,Calculation,Energy Modeling,2.93
70,P-2024-001,EMP-9,2025-02-02,Calculation,Permit Fee Calculation,2.19
71,P-2024-001,EMP-6,2025-02-03,Calculation,Permit Fee Calculation,3.08
72,P-2024-001,EMP-5,2024-12-28,Calculation,Energy Modeling,4.31
73,P-2024-001,EMP-7,2025-01-18,Calculation,Permit Fee Calculation,4.9
74,P-2024-001,EMP-7,2025-01-17,Calculation,Cost Estimation Review,1.42
75,P-2024-001,EMP-10,2024-12-25,Calculation,Load Calculations (Wind/Seismic),3.31
76,P-2024-001,EMP-4,2025-01-05,Calculation,Load Calculations (Wind/Seismic),4.74
77,P-2024-001,EMP-3,2025-01-10,Calculation,Structural Analysis (Beam/Column Sizing),3.6
78,P-2024-001,EMP-6,2025-01-24,Calculation,Cost Estimation Review,1.36
79,P-2024-001,EMP-3,2025-01-25,Calculation,Energy Modeling,3.78
80,P-2024-001,EMP-3,2025-01-30,Calculation,Structural Analysis (Beam/Column Sizing),2.03
81,P-2024-001,EMP-2,2025-01-07,Calculation,Structural Analysis (Beam/Column Sizing),4.4
82,P-2024-001,EMP-3,2025-02-13,Calculation,Cost Estimation Review,2.85
83,P-2024-001,EMP-3,2025-01-22,Calculation,Load Calculations (Wind/Seismic),1.64
84,P-2024-001,EMP-9,2024-12-30,Calculation,Load Calculations (Wind/Seismic),2.73
85,P-2024-001,EMP-10,2025-02-21,Calculation,Energy Modeling,0.47
86,P-2024-001,EMP-3,2025-01-25,Calculation,Permit Fee Calculation,3.25
87,P-2024-001,EMP-7,2025-01-21,Calculation,Load Calculations (Wind/Seismic),4.31
88,P-2024-001,EMP-6,2024-12-27,Calculation,Cost Estimation Review,3.55
89,P-2024-001,EMP-6,2025-02-05,Calculation,Structural Analysis (Beam/Column Sizing),2.99
90,P-2024-001,EMP-2,2025-01-18,Calculation,Cost Estimation Review,3.54
91,P-2024-001,EMP-11,2025-02-05,Calculation,Load Calculations (Wind/Seismic),2.13
92,P-2024-001,EMP-9,2025-01-26,Calculation,Energy Modeling,3.15
93,P-2024-001,EMP-2,2025-02-18,Calculation,Permit Fee Calculation,4.48
94,P-2024-001,EMP-10,2025-01-04,Calculation,Load Calculations (Wind/Seismic),4.42
95,P-2024-001,EMP-9,2025-02-13,Calculation,Structural Analysis (Beam/Column Sizing),1.63
96,P-2024-001,EMP-2,2025-01-24,Calculation,Load Calculations (Wind/Seismic),2.31
97,P-2024-001,EMP-7,2025-02-20,Calculation,Load Calculations (Wind/Seismic),2.61
98,P-2024-001,EMP-8,2025-02-19,Calculation,Load Calculations (Wind/Seismic),4.44
99,P-2024-001,EMP-3,2025-01-20,Calculation,Load Calculations (Wind/Seismic),3.12
100,P-2024-001,EMP-5,2025-01-12,Calculation,Structural Analysis (Beam/Column Sizing),1.88
101,P-2024-001,EMP-1,2024-12-21,Calculation,Permit Fee Calculation,3.73
102,P-2024-001,EMP-9,2025-01-11,Calculation,Load Calculations (Wind/Seismic),1.62
103,P-2024-001,EMP-10,2025-01-18,Calculation,Cost Estimation Review,3.51
104,P-2024-001,EMP-3,2024-12-23,Calculation,Cost Estimation Review,1.81
105,P-2024-001,EMP-1,2025-01-20,Calculation,Energy Modeling,3.26
106,P-2024-001,EMP-7,2025-02-05,Calculation,Structural Analysis (Beam/Column Sizing),2.76
107,P-2024-001,EMP-6,2024-12-27,Calculation,Structural Analysis (Beam/Column Sizing),3.45
108,P-2024-001,EMP-5,2024-12-19,Drafting,Markup Cleanup,1.97
109,P-2024-001,EMP-4,2025-02-09,Drafting,Detail Sheet Generation,2.81
110,P-2024-001,EMP-2,2024-12-13,Drafting,3D Model Adjustments,0.89
111,P-2024-001,EMP-5,2025-01-26,Drafting,Section Drawings,1.54
112,P-2024-001,EMP-7,2024-12-27,Drafting,3D Model Adjustments,2.38
113,P-2024-001,EMP-1,2025-01-21,Drafting,3D Model Adjustments,2.32
114,P-2024-001,EMP-8,2025-01-02,Drafting,Detail Sheet Generation,4.14
115,P-2024-001,EMP-11,2025-02-04,Drafting,Foundation Plan Updates,0.84
116,P-2024-001,EMP-6,2025-02-16,Drafting,Markup Cleanup,2.73
117,P-2024-001,EMP-7,2024-12-27,Drafting,Section Drawings,1.35
118,P-2024-001,EMP-1,2025-02-20,Drafting,Foundation Plan Updates,5.04
119,P-2024-001,EMP-2,2024-12-20,Drafting,Foundation Plan Updates,4.15
120,P-2024-001,EMP-11,2025-02-15,Drafting,Section Drawings,1.36
121,P-2024-001,EMP-2,2025-02-20,Drafting,Detail Sheet Generation,2.6
122,P-2024-001,EMP-1,2025-01-22,Drafting,3D Model Adjustments,3.85
123,P-2024-001,EMP-9,2025-02-13,Drafting,Section Drawings,1.17
124,P-2024-001,EMP-7,2025-01-22,Drafting,3D Model Adjustments,0.86
125,P-2024-001,EMP-8,2025-01-15,Drafting,Markup Cleanup,2.48
126,P-2024-001,EMP-6,2025-01-27,Drafting,Foundation Plan Updates,1.72
127,P-2024-001,EMP-5,2025-01-28,Drafting,Detail Sheet Generation,1.7
128,P-2024-001,EMP-7,2025-01-17,Drafting,Section Drawings,1.04
129,P-2024-001,EMP-9,2025-01-04,Drafting,Section Drawings,1.8
130,P-2024-001,EMP-4,2025-01-24,Drafting,Section Drawings,3.23
131,P-2024-001,EMP-5,2024-12-28,Drafting,3D Model Adjustments,1.72
132,P-2024-001,EMP-10,2025-01-03,Drafting,Foundation Plan Updates,1.28
133,P-2024-001,EMP-8,2025-01-24,Drafting,Markup Cleanup,3.08
134,P-2024-001,EMP-10,2025-01-12,Drafting,Foundation Plan Updates,2.01
135,P-2024-001,EMP-6,2025-01-21,Drafting,Section Drawings,3.23
136,P-2024-001,EMP-4,2025-01-27,Drafting,Detail Sheet Generation,1.6
137,P-2024-001,EMP-3,2025-01-16,Drafting,3D Model Adjustments,2.3
138,P-2024-001,EMP-2,2025-02-13,Drafting,3D Model Adjustments,3.7
139,P-2024-001,EMP-9,2025-02-13,Drafting,Markup Cleanup,1.9
140,P-2024-001,EMP-5,2025-02-02,Drafting,3D Model Adjustments,3.04
141,P-2024-001,EMP-2,2025-01-11,Drafting,Section Drawings,2.18
142,P-2024-001,EMP-9,2024-12-17,Drafting,Detail Sheet Generation,3.0
143,P-2024-001,EMP-8,2025-02-01,Drafting,Foundation Plan Updates,1.13
144,P-2024-001,EMP-8,2024-12-22,Drafting,Section Drawings,2.7
145,P-2024-001,EMP-3,2025-01-15,Drafting,3D Model Adjustments,2.85
146,P-2024-001,EMP-5,2025-01-27,Drafting,3D Model Adjustments,1.94
147,P-2024-001,EMP-5,2024-12-31,Drafting,Detail Sheet Generation,2.96
148,P-2024-001,EMP-9,2025-01-27,Drafting,Section Drawings,2.34
149,P-2024-001,EMP-10,2025-01-13,Drafting,Detail Sheet Generation,3.09
150,P-2024-001,EMP-7,2025-02-12,Drafting,Foundation Plan Updates,4.04
151,P-2024-001,EMP-2,2025-02-10,Drafting,3D Model Adjustments,2.92
152,P-2024-001,EMP-6,2025-01-07,Drafting,Section Drawings,2.59
153,P-2024-001,EMP-2,2024-12-12,Drafting,Foundation Plan Updates,3.9
154,P-2024-001,EMP-2,2025-01-28,Drafting,Foundation Plan Updates,2.68
155,P-2024-001,EMP-10,2025-01-31,Drafting,3D Model Adjustments,3.05
156,P-2024-001,EMP-7,2025-01-29,Drafting,Markup Cleanup,2.53
157,P-2024-001,EMP-3,2025-01-02,Drafting,Foundation Plan Updates,3.25
158,P-2024-001,EMP-10,2025-01-18,Drafting,Foundation Plan Updates,3.05
159,P-2024-001,EMP-1,2025-02-07,Drafting,Markup Cleanup,0.5
160,P-2024-001,EMP-11,2025-01-22,Drafting,3D Model Adjustments,3.39
161,P-2024-001,EMP-2,2025-02-07,Drafting,3D Model Adjustments,2.7
162,P-2024-001,EMP-5,2025-01-10,Drafting,Section Drawings,2.58
163,P-2024-001,EMP-3,2025-01-29,Drafting,Markup Cleanup,0.64
164,P-2024-001,EMP-4,2025-01-18,Drafting,Foundation Plan Updates,1.09
165,P-2024-001,EMP-7,2025-01-18,Drafting,Foundation Plan Updates,1.49
166,P-2024-001,EMP-11,2025-02-16,Drafting,Section Drawings,1.93
167,P-2024-001,EMP-3,2024-12-27,Drafting,3D Model Adjustments,3.01
168,P-2024-001,EMP-3,2025-02-18,Drafting,Detail Sheet Generation,1.35
169,P-2024-001,EMP-3,2025-01-14,Drafting,Foundation Plan Updates,3.34
170,P-2024-001,EMP-10,2024-12-14,Drafting,Detail Sheet Generation,0.5
171,P-2024-001,EMP-2,2025-01-29,Drafting,Section Drawings,3.91
172,P-2024-001,EMP-7,2025-01-22,Drafting,Detail Sheet Generation,3.55
173,P-2024-001,EMP-10,2024-12-23,Drafting,3D Model Adjustments,2.06
174,P-2024-001,EMP-1,2025-01-21,Drafting,3D Model Adjustments,3.27
175,P-2024-001,EMP-3,2025-01-08,Drafting,Foundation Plan Updates,3.1
176,P-2024-001,EMP-1,2025-02-20,Drafting,3D Model Adjustments,2.27
177,P-2024-001,EMP-8,2024-12-14,Drafting,Foundation Plan Updates,1.81
178,P-2024-001,EMP-4,2025-01-17,Drafting,Section Drawings,3.12
179,P-2024-001,EMP-10,2024-12-23,Drafting,Markup Cleanup,1.64
180,P-2024-001,EMP-1,2025-02-22,Drafting,Foundation Plan Updates,1.85
181,P-2024-001,EMP-11,2025-02-06,Drafting,Detail Sheet Generation,3.99
182,P-2024-001,EMP-3,2025-02-12,Drafting,Markup Cleanup,1.12
183,P-2024-001,EMP-3,2025-02-18,Drafting,3D Model Adjustments,1.75
184,P-2024-001,EMP-8,2025-01-16,Drafting,Section Drawings,0.5
185,P-2024-001,EMP-9,2025-02-10,Drafting,3D Model Adjustments,0.91
186,P-2024-001,EMP-9,2024-12-15,Drafting,Markup Cleanup,1.58
187,P-2024-001,EMP-11,2025-01-19,Drafting,Foundation Plan Updates,2.35
188,P-2024-001,EMP-5,2025-01-30,Drafting,Markup Cleanup,1.21
189,P-2024-001,EMP-5,2025-01-24,Drafting,3D Model Adjustments,3.47
190,P-2024-001,EMP-7,2025-01-18,Drafting,Markup Cleanup,1.44
191,P-2024-001,EMP-11,2025-02-22,Drafting,Foundation Plan Updates,2.1
192,P-2024-001,EMP-9,2025-02-05,Drafting,Section Drawings,1.06
193,P-2024-001,EMP-7,2025-02-10,Drafting,Section Drawings,1.06
194,P-2024-001,EMP-1,2024-12-22,Drafting,Markup Cleanup,4.04
195,P-2024-001,EMP-3,2025-01-13,Drafting,Foundation Plan Updates,2.81
196,P-2024-001,EMP-4,2024-12-24,Drafting,Markup Cleanup,3.46
197,P-2024-001,EMP-1,2024-12-13,Drafting,Detail Sheet Generation,2.27
198,P-2024-001,EMP-10,2025-01-02,Drafting,Section Drawings,1.43
199,P-2024-001,EMP-11,2025-02-17,Drafting,3D Model Adjustments,1.11
200,P-2024-001,EMP-4,2025-01-22,Drafting,3D Model Adjustments,2.94
201,P-2024-001,EMP-5,2025-02-09,Drafting,3D Model Adjustments,1.84
202,P-2024-001,EMP-7,2025-02-09,Drafting,Detail Sheet Generation,2.85
203,P-2024-001,EMP-10,2024-12-29,Drafting,Markup Cleanup,2.26
204,P-2024-001,EMP-2,2025-01-18,Drafting,Foundation Plan Updates,2.63
205,P-2024-001,EMP-3,2025-01-10,Drafting,Foundation Plan Updates,2.38
206,P-2024-001,EMP-8,2024-12-31,Drafting,Section Drawings,2.81
207,P-2024-001,EMP-6,2024-12-28,Drafting,Detail Sheet Generation,2.97
208,P-2024-001,EMP-9,2025-02-02,Drafting,3D Model Adjustments,2.12
209,P-2024-001,EMP-9,2024-12-13,Drafting,Foundation Plan Updates,1.16
210,P-2024-001,EMP-7,2025-02-21,Meeting,Client Design Review,4.34
211,P-2024-001,EMP-2,2024-12-18,Meeting,Permitting Authority Review,1.95
212,P-2024-001,EMP-5,2025-01-24,Meeting,BIM Clash Detection Session,3.32
213,P-2024-001,EMP-3,2025-02-07,Meeting,BIM Clash Detection Session,2.75
214,P-2024-001,EMP-2,2025-01-05,Meeting,Internal Team Sync,2.04
215,P-2024-001,EMP-5,2025-02-11,Meeting,Client Design Review,2.76
216,P-2024-001,EMP-5,2024-12-25,Meeting,BIM Clash Detection Session,2.98
217,P-2024-001,EMP-8,2025-01-09,Meeting,Internal Team Sync,3.76
218,P-2024-001,EMP-8,2025-02-01,Meeting,Subcontractor Coordination,2.0
219,P-2024-001,EMP-4,2024-12-17,Meeting,Permitting Authority Review,3.41
220,P-2024-001,EMP-7,2025-02-17,Meeting,BIM Clash Detection Session,1.92
221,P-2024-001,EMP-7,2025-01-02,Meeting,Client Design Review,3.57
222,P-2024-001,EMP-9,2025-01-14,Meeting,Client Design Review,3.01
223,P-2024-001,EMP-4,2025-02-07,Meeting,Internal Team Sync,1.63
224,P-2024-001,EMP-9,2025-02-19,Meeting,Subcontractor Coordination,3.82
225,P-2024-001,EMP-11,2025-02-04,Meeting,Internal Team Sync,2.12
226,P-2024-001,EMP-1,2024-12-20,Meeting,BIM Clash Detection Session,1.73
227,P-2024-001,EMP-5,2025-01-18,Meeting,Permitting Authority Review,2.55
228,P-2024-001,EMP-7,2025-02-18,Meeting,BIM Clash Detection Session,2.68
229,P-2024-001,EMP-1,2025-01-05,Meeting,Permitting Authority Review,3.09
230,P-2024-001,EMP-6,2024-12-28,Meeting,Subcontractor Coordination,1.12
231,P-2024-001,EMP-7,2025-01-23,Meeting,Subcontractor Coordination,3.27
232,P-2024-001,EMP-9,2025-01-05,Meeting,Permitting Authority Review,3.67
233,P-2024-001,EMP-6,2025-02-13,Meeting,Subcontractor Coordination,1.94
234,P-2024-001,EMP-11,2025-02-13,Meeting,Client Design Review,3.27
235,P-2024-001,EMP-2,2025-02-06,Meeting,Subcontractor Coordination,2.54
236,P-2024-001,EMP-6,2025-01-09,Meeting,Client Design Review,2.06
237,P-2024-001,EMP-10,2025-01-24,Meeting,Internal Team Sync,3.08
238,P-2024-001,EMP-11,2025-02-03,Meeting,Internal Team Sync,5.36
239,P-2024-001,EMP-10,2025-02-03,Meeting,Permitting Authority Review,4.26
240,P-2024-001,EMP-3,2025-01-14,Meeting,Permitting Authority Review,3.31
241,P-2024-001,EMP-10,2025-01-30,Meeting,Subcontractor Coordination,2.72
242,P-2024-001,EMP-4,2025-02-10,Meeting,Permitting Authority Review,3.23
243,P-2024-001,EMP-3,2025-02-07,Meeting,Internal Team Sync,2.48
244,P-2024-001,EMP-4,2025-02-16,Meeting,Internal Team Sync,2.23
245,P-2024-001,EMP-2,2025-01-21,Meeting,BIM Clash Detection Session,2.77
246,P-2024-001,EMP-4,2024-12-13,Meeting,Permitting Authority Review,3.14
247,P-2024-001,EMP-10,2025-02-09,Meeting,Internal Team Sync,3.34
248,P-2024-001,EMP-8,2025-01-07,Meeting,Permitting Authority Review,4.3
249,P-2024-001,EMP-8,2025-01-07,Site Visit,RFI Clarification,4.07
250,P-2024-001,EMP-1,2025-01-22,Site Visit,Progress Inspection,4.88
251,P-2024-001,EMP-4,2025-02-15,Site Visit,Progress Inspection,2.88
252,P-2024-001,EMP-10,2025-01-22,Site Visit,RFI Clarification,2.39
253,P-2024-001,EMP-3,2025-01-06,Site Visit,Punch List Generation,1.66
254,P-2024-001,EMP-11,2025-02-22,Site Visit,RFI Clarification,2.82
255,P-2024-001,EMP-9,2025-01-30,Site Visit,Punch List Generation,0.45
256,P-2024-001,EMP-1,2025-01-16,Site Visit,Existing Conditions Survey,2.58
257,P-2024-001,EMP-7,2025-02-01,Site Visit,Quality Check (QA/QC),1.76
258,P-2024-001,EMP-3,2024-12-28,Site Visit,Punch List Generation,3.54
259,P-2024-001,EMP-6,2025-02-11,Site Visit,Punch List Generation,2.47
260,P-2024-001,EMP-8,2025-01-29,Site Visit,RFI Clarification,3.26
261,P-2024-001,EMP-4,2025-02-16,Site Visit,Punch List Generation,3.07
262,P-2024-001,EMP-11,2025-01-28,Site Visit,Quality Check (QA/QC),3.06
263,P-2024-001,EMP-3,2025-01-31,Site Visit,RFI Clarification,1.45
264,P-2024-001,EMP-4,2024-12-27,Site Visit,Punch List Generation,3.09
265,P-2024-001,EMP-7,2024-12-28,Site Visit,Existing Conditions Survey,3.25
266,P-2024-001,EMP-9,2025-02-07,Site Visit,Quality Check (QA/QC),4.41
267,P-2024-001,EMP-7,2025-02-10,Site Visit,Quality Check (QA/QC),4.15
268,P-2024-001,EMP-11,2025-01-10,Site Visit,Quality Check (QA/QC),2.34
269,P-2024-001,EMP-10,2025-01-27,Site Visit,Progress Inspection,3.32
270,P-2024-001,EMP-9,2025-01-30,Site Visit,Existing Conditions Survey,3.69
271,P-2024-001,EMP-6,2025-01-08,Site Visit,RFI Clarification,2.71
272,P-2024-001,EMP-1,2025-02-02,Site Visit,Quality Check (QA/QC),3.94
273,P-2024-001,EMP-7,2024-12-13,Site Visit,Progress Inspection,3.23
274,P-2024-002,EMP-9,2024-03-23,Design,Architectural Layout,1.48
275,P-2024-002,EMP-11,2024-04-23,Design,Facade/Exterior Detailing,2.74
276,P-2024-002,EMP-1,2024-06-25,Design,Structural Concept,2.93
277,P-2024-002,EMP-11,2024-03-21,Design,MEP System Planning,1.04
278,P-2024-002,EMP-4,2024-04-18,Design,MEP System Planning,0.51
279,P-2024-002,EMP-7,2024-03-25,Design,Architectural Layout,3.52
280,P-2024-002,EMP-6,2024-07-11,Design,Architectural Layout,3.24
281,P-2024-002,EMP-8,2024-05-01,Design,Material Specification Review,0.83
282,P-2024-002,EMP-6,2024-06-05,Design,MEP System Planning,3.41
283,P-2024-002,EMP-7,2024-04-12,Design,Material Specification Review,2.7
284,P-2024-002,EMP-8,2024-05-22,Design,Facade/Exterior Detailing,1.47
285,P-2024-002,EMP-2,2024-04-19,Design,Material Specification Review,2.59
286,P-2024-002,EMP-4,2024-08-07,Design,Structural Concept,4.1
287,P-2024-002,EMP-5,2024-07-17,Design,Structural Concept,1.97
288,P-2024-002,EMP-3,2024-03-18,Design,Facade/Exterior Detailing,2.62
289,P-2024-002,EMP-10,2024-05-19,Design,Material Specification Review,3.76
290,P-2024-002,EMP-4,2024-04-07,Design,Architectural Layout,0.63
291,P-2024-002,EMP-9,2024-05-13,Design,Architectural Layout,2.8
292,P-2024-002,EMP-2,2024-02-06,Design,Material Specification Review,0.84
293,P-2024-002,EMP-5,2024-07-20,Design,Facade/Exterior Detailing,2.11
294,P-2024-002,EMP-7,2024-07-08,Design,Material Specification Review,1.54
295,P-2024-002,EMP-5,2024-05-16,Design,Architectural Layout,3.06
296,P-2024-002,EMP-8,2024-02-13,Design,MEP System Planning,0.37
297,P-2024-002,EMP-3,2024-02-15,Design,Material Specification Review,1.69
298,P-2024-002,EMP-6,2024-04-25,Design,Material Specification Review,2.5
299,P-2024-002,EMP-11,2024-04-11,Design,Material Specification Review,1.97
300,P-2024-002,EMP-4,2024-04-06,Design,MEP System Planning,0.3
301,P-2024-002,EMP-8,2024-04-19,Design,Facade/Exterior Detailing,3.13
302,P-2024-002,EMP-6,2024-07-25,Design,Architectural Layout,3.54
303,P-2024-002,EMP-8,2024-07-03,Design,Architectural Layout,2.26
304,P-2024-002,EMP-11,2024-07-28,Design,Facade/Exterior Detailing,2.38
305,P-2024-002,EMP-3,2024-06-20,Design,Structural Concept,1.81
306,P-2024-002,EMP-10,2024-07-30,Design,MEP System Planning,2.67
307,P-2024-002,EMP-1,2024-04-20,Design,Structural Concept,1.54
308,P-2024-002,EMP-9,2024-04-07,Design,Facade/Exterior Detailing,2.9
309,P-2024-002,EMP-4,2024-03-13,Design,Architectural Layout,2.26
310,P-2024-002,EMP-9,2024-07-04,Design,Material Specification Review,2.37
311,P-2024-002,EMP-1,2024-05-28,Design,MEP System Planning,1.69
312,P-2024-002,EMP-5,2024-03-05,Design,MEP System Planning,3.94
313,P-2024-002,EMP-9,2024-02-19,Design,Material Specification Review,1.76
314,P-2024-002,EMP-11,2024-03-12,Design,Architectural Layout,2.66
315,P-2024-002,EMP-11,2024-02-21,Design,Material Specification Review,3.34
316,P-2024-002,EMP-2,2024-08-09,Design,Facade/Exterior Detailing,2.41
317,P-2024-002,EMP-1,2024-06-05,Design,Facade/Exterior Detailing,4.09
318,P-2024-002,EMP-8,2024-07-18,Design,Facade/Exterior Detailing,1.16
319,P-2024-002,EMP-2,2024-06-13,Design,Material Specification Review,1.96
320,P-2024-002,EMP-7,2024-04-09,Calculation,Load Calculations (Wind/Seismic),4.32
321,P-2024-002,EMP-9,2024-04-16,Calculation,Load Calculations (Wind/Seismic),2.63
322,P-2024-002,EMP-3,2024-02-05,Calculation,Energy Modeling,2.43
323,P-2024-002,EMP-4,2024-04-06,Calculation,Load Calculations (Wind/Seismic),3.39
324,P-2024-002,EMP-11,2024-05-21,Calculation,Energy Modeling,5.35
325,P-2024-002,EMP-3,2024-04-04,Calculation,Cost Estimation Review,2.17
326,P-2024-002,EMP-8,2024-04-03,Calculation,Structural Analysis (Beam/Column Sizing),2.47
327,P-2024-002,EMP-8,2024-04-03,Calculation,Cost Estimation Review,4.87
328,P-2024-002,EMP-9,2024-03-06,Calculation,Cost Estimation Review,2.45
329,P-2024-002,EMP-10,2024-02-19,Calculation,Cost Estimation Review,3.61
330,P-2024-002,EMP-3,2024-05-17,Calculation,Energy Modeling,3.78
331,P-2024-002,EMP-8,2024-04-18,Calculation,Energy Modeling,5.41
332,P-2024-002,EMP-1,2024-07-07,Calculation,Structural Analysis (Beam/Column Sizing),1.48
333,P-2024-002,EMP-11,2024-03-13,Calculation,Permit Fee Calculation,2.23
334,P-2024-002,EMP-3,2024-04-30,Calculation,Load Calculations (Wind/Seismic),3.08
335,P-2024-002,EMP-2,2024-04-22,Calculation,Structural Analysis (Beam/Column Sizing),3.84
336,P-2024-002,EMP-3,2024-06-05,Calculation,Energy Modeling,4.34
337,P-2024-002,EMP-7,2024-06-27,Calculation,Energy Modeling,0.8
338,P-2024-002,EMP-4,2024-05-31,Calculation,Structural Analysis (Beam/Column Sizing),2.91
339,P-2024-002,EMP-7,2024-03-27,Calculation,Cost Estimation Review,3.35
340,P-2024-002,EMP-9,2024-03-01,Calculation,Structural Analysis (Beam/Column Sizing),2.19
341,P-2024-002,EMP-3,2024-06-16,Calculation,Structural Analysis (Beam/Column Sizing),3.62
342,P-2024-002,EMP-7,2024-04-28,Calculation,Load Calculations (Wind/Seismic),2.12
